Date,Name,Year,Letterboxd URI
2024-08-19,Repo Men,2010,https://boxd.it/1icK
2024-08-19,Lady Bird,2017,https://boxd.it/dGNE
2024-08-24,Sideways,2004,https://boxd.it/1Y5c
2024-08-31,Notting Hill,1999,https://boxd.it/2aeK
2024-09-02,Rain Man,1988,https://boxd.it/2avw
2024-10-08,Sin City,2005,https://boxd.it/2aVk
2024-11-27,Gladiator II,2024,https://boxd.it/kqQQ
2024-11-27,The Substance,2024,https://boxd.it/zanS
2024-12-09,Fury,2014,https://boxd.it/6JwC
2025-01-08,Grease,1978,https://boxd.it/29YW
2025-01-13,Dallas Buyers Club,2013,https://boxd.it/4O8G
2025-01-18,Manchester by the Sea,2016,https://boxd.it/b2L0
2025-01-22,Hotel Rwanda,2004,https://boxd.it/2aSA
2025-01-23,Rashomon,1950,https://boxd.it/2a9K
2025-01-24,A Real Pain,2024,https://boxd.it/CjNG
2025-01-25,Anora,2024,https://boxd.it/Egcw
2025-01-27,Wicked,2024,https://boxd.it/e8ME
2025-01-30,La Haine,1995,https://boxd.it/2as8
2025-01-30,Dune: Part Two,2024,https://boxd.it/pUfA
2025-02-15,Conclave,2024,https://boxd.it/AO8q
2025-02-16,Tangerine,2015,https://boxd.it/9QRe
2025-02-16,Bad Times at the El Royale,2018,https://boxd.it/fSA2
2025-02-16,Deadpool,2016,https://boxd.it/9fOC
2025-02-25,Freedom Writers,2007,https://boxd.it/28p2
2025-03-10,Mickey 17,2025,https://boxd.it/q1Dk
2025-03-31,Vertigo,1958,https://boxd.it/2apI
2025-04-26,Vicky Cristina Barcelona,2008,https://boxd.it/23rW
2025-04-30,Little Miss Sunshine,2006,https://boxd.it/29EW
2025-04-30,"Three Billboards Outside Ebbing, Missouri",2017,https://boxd.it/ceBS
2025-05-04,Bridesmaids,2011,https://boxd.it/rac
2025-05-15,A Fish Called Wanda,1988,https://boxd.it/29YC
2025-05-19,Holy Spider,2022,https://boxd.it/xBn2
2025-05-27,Superbad,2007,https://boxd.it/20hO
2025-05-28,Akira,1988,https://boxd.it/2b1i
2025-06-07,The King of Comedy,1982,https://boxd.it/2aJS
2025-06-10,Isle of Dogs,2018,https://boxd.it/dZrW
2025-06-26,28 Days Later,2002,https://boxd.it/2aXU
2025-08-14,Sinners,2025,https://boxd.it/KQMM
2025-08-18,Mad Max: Fury Road,2015,https://boxd.it/2DjO
2025-08-21,Tootsie,1982,https://boxd.it/1YkG
2025-08-23,Annie Hall,1977,https://boxd.it/29M2
2025-08-24,In the Family,2017,https://boxd.it/h8Cq
2025-08-26,The Blues Brothers,1980,https://boxd.it/2adi
2025-08-26,Raging Bull,1980,https://boxd.it/28yI
2025-08-26,Exit Through the Gift Shop,2010,https://boxd.it/13E0
2025-08-28,Dirty Rotten Scoundrels,1988,https://boxd.it/1WZi
2025-08-30,Capote,2005,https://boxd.it/2atq
2025-08-31,Mississippi Burning,1988,https://boxd.it/28r8
2025-09-05,Lethal Weapon,1987,https://boxd.it/29e0
2025-09-06,What's Eating Gilbert Grape,1993,https://boxd.it/28xg
2025-09-09,Weapons,2025,https://boxd.it/EMTM
2025-09-10,The Florida Project,2017,https://boxd.it/dMG0
2025-09-12,The Roses,2025,https://boxd.it/MjnI
2025-09-13,Rush Hour,1998,https://boxd.it/27pU
2025-09-16,Wreck-It Ralph,2012,https://boxd.it/2TTS
2025-09-16,The Gentlemen,2019,https://boxd.it/iYBQ
2025-09-26,Warrior,2011,https://boxd.it/i3G
2025-09-28,Palm Springs,2020,https://boxd.it/lCXQ
2025-09-29,The Twilight Saga: Breaking Dawn – Part 2,2012,https://boxd.it/DdC
2025-10-01,Twilight,2008,https://boxd.it/1Zui
2025-10-01,The Twilight Saga: New Moon,2009,https://boxd.it/1Hj2
2025-10-01,The Twilight Saga: Eclipse,2010,https://boxd.it/1ytW
2025-10-01,The Twilight Saga: Breaking Dawn – Part 1,2011,https://boxd.it/DdM
2025-10-01,Lost Highway,1997,https://boxd.it/29Wc
2025-10-13,One Battle After Another,2025,https://boxd.it/DUHM
2025-10-15,Run Lola Run,1998,https://boxd.it/2b8o
